id;acc01;aff01;aff02;aff03;co01;co02;co03;co04;co05;co06;eva01;eva02;eva03;eva04;eva05;eva06;lim01;lim02;lim03;lim04;lim05;lim06;dem_split;dem_const;dem_func;dem_id;dem_const_a;dem_func_a;dem_id_a;dem_cat;dis01;dis02;dis03;dis04;dis05;dis06;dis07;ep01;ep05;ep06;ext04_a;ext05;ext06;ext07;ext08;ext_index_a;ext_cat;fair_split;fair01;fair02;fair03;fair04;fair05;fair06;fair07;fair08;fair09;fair10;fair11;fair12;fair13;fair14;fair15;unfair01;unfair02;unfair03;unfair04;unfair05;unfair06;unfair07;unfair08;unfair09;unfair10;unfair11;unfair12;unfair13;unfair14;unfair15;clec;freq;frse;gov01;gov02;gov03;gov04;gov05;gov06;gov07;gov08;pe01;pi01;pi02;pint;pop01;pop03;pop05;pop06;pop07;pop08;pop09;pop_index_a;pop_dum;post_reu_soc;pre_reu_soc;pp01_a;pp05_a;pp06;pp07;pt01;pt02;pt04;pt05;pt06;pt07;pt08;pt_index_a;rile;soc01;soc02;soc03;soc04;soc05;soc06;soc07;soc08;soc09;soc10;soctr01;soctr02;soctr03;soctr_index;stat01;stat02;sex;year_birth;age;age_num;age_gen;educ01;educ02;educ03;casmin;famstat;g_born;g_cit;hh_inc;hh_inc_equ;hh_size;hh_kids;prof;religion;bbsr;bik;eastwest;iltis;t_typ;townsize;a_weight;d_weight;weight_trunc;frame;tel_con
2329;2;4;4;-97;1;1;1;1;1;2;2;2;4;2;2;3;3;2;1;4;3;4;0;2;2;2;-97;-97;-97;3;5;2;4;3;4;4;4;3;3;2;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;2;3;3;1;1;1;2;4;4;1;-97;2;1;4;2;2;4;2;4;3,28571E+14;0;-97;2;1;3;1;3;3;2;2;4;-97;3;3;3,16667E+14;5;2;1;1;1;1;1;1;3;1;1;3;2;4;2,33333E+14;4;4;0;1974;3;49;3;4;-97;8;8;1;0;0;7;2;4;2;1;11;1;8;0;3;5;6;4,52035E+14;9,65553E+14;4,82894E+14;0;1
2330;1;2;-97;2;1;1;1;1;1;1;1;1;1;1;1;2;4;4;3;1;1;3;1;-97;-97;-97;2;1;1;-97;4;5;3;1;5;4;4;5;4;3;5;1;2;4;4;10;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;4;1;5;2;1;1;2;1;2;0;4;2;1;1;3;4;3;1;3;3,71429E+14;0;-97;2;3;2;2;3;5;4;1;2;1;3;4;2,83333E+14;8;3;3;3;1;3;1;1;3;1;2;3;3;4;2,66667E+14;2;1;0;1970;4;53;3;2;-97;5;3;6;0;0;4;3;1;-97;1;1;4;3;1;1;1;2;3,6566E+14;1,4936E+14;4,29397E+14;1;3
2331;1;2;-97;2;1;1;1;1;2;2;1;2;2;2;4;4;1;4;2;2;3;2;0;2;2;1;-97;-97;-97;3;1;1;1;1;1;1;1;4;3;2;5;5;5;4;4;3;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;1;1;3;1;2;1;2;2;3;0;3;3;1;4;2;3;4;4;3;3;0;-97;1;3;3;1;1;3;3;1;2;2;3;3;35;5;1;1;1;1;1;1;1;1;1;1;3;2;3;2,66667E+14;3;2;1;1976;3;47;3;4;-97;5;7;6;0;0;8;3;3;2;3;11;2;8;1;2;3;6;9,31689E+14;5,75841E+13;5,93577E+14;1;1
2332;1;2;-97;2;1;1;1;1;1;1;1;3;2;1;3;1;4;4;1;2;4;5;1;-97;-97;-97;2;2;2;-97;2;4;3;3;4;3;5;3;2;2;5;5;5;5;3;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;2;3;2;3;2;2;2;4;1;-97;3;1;3;1;4;3;3;3;3,42857E+14;0;-97;-97;3;3;2;2;2;3;2;3;-97;4;3;3,16667E+14;7;3;2;1;2;1;2;2;3;1;3;3;3;4;2,66667E+14;3;4;0;-99;-96;-96;-96;-99;-97;-99;-96;-99;0;0;-99;-96;-99;-99;1;11;2;9;1;2;5;4;8,23748E+14;5,75841E+13;5,24808E+14;0;1
2333;2;1;-97;3;2;3;1;2;1;2;2;4;3;3;3;3;3;2;1;1;4;3;0;1;3;1;-97;-97;-97;2;1;1;1;1;1;1;1;3;4;2;5;1;5;3;4;7;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;2;1;3;1;3;2;1;1;1;2;3;0;2;3;3;3;1;3;3;4;2;3,28571E+14;0;-97;2;3;3;1;3;2;2;2;3;2;2;2;3,83333E+14;6;2;1;1;1;1;1;1;3;2;1;4;1;4;1,66667E+14;3;3;1;1987;2;36;4;3;-97;5;4;1;0;0;7;3;3;1;3;11;1;10;1;0;5;7;2,48423E+14;9,65553E+14;2,65382E+14;0;1
2334;2;2;-97;2;1;1;2;1;1;1;1;1;1;1;1;1;5;5;1;1;5;1;1;-97;-97;-97;1;1;3;-97;3;2;2;2;2;5;6;5;1;2;5;1;5;3;5;7;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;1;3;2;1;1;1;1;1;1;3;0;5;1;1;3;1;1;4;2;5;3,57143E+14;0;-97;1;3;2;3;2;5;5;1;3;1;1;3;3;10;1;1;1;1;1;1;1;1;1;1;1;1;5;2,33333E+14;3;1;1;1950;5;73;2;4;-97;8;8;1;0;0;-99;-96;4;0;10;1;2;4;1;2;3;3;3,63349E+14;1,45939E+13;5,86675E+14;0;1
2335;1;3;-97;4;2;2;1;2;1;2;2;2;1;2;3;2;5;2;1;4;5;2;0;3;3;1;-97;-97;-97;1;2;2;1;2;2;2;2;3;1;2;5;3;5;5;5;5;1;0;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;2;4;1;1;1;1;1;2;2;4;1;-97;3;1;4;4;2;4;1;4;3,14286E+14;0;-97;1;2;3;2;1;4;3;3;4;-97;4;3;25;5;4;4;1;2;2;2;4;4;2;2;3;3;4;2,66667E+14;3;3;0;1963;4;60;2;2;-97;5;3;1;0;0;8;2;5;0;1;1;3;4;1;3;2;1;2,12703E+14;1,62568E+14;3,82571E+14;1;1
2336;2;2;-97;2;2;1;1;2;2;3;1;1;3;1;1;1;5;3;1;5;3;1;1;-97;-97;-97;1;3;1;-97;1;2;3;1;2;2;6;3;3;2;5;5;5;5;5;3;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;1;2;2;4;2;1;1;5;5;4;1;-97;3;4;5;3;4;5;5;5;1,57143E+14;0;-97;1;3;3;1;1;4;3;4;4;-97;3;4;2,33333E+14;5;1;1;1;2;1;1;2;1;2;1;5;1;4;1,33333E+14;3;3;0;1985;2;38;4;4;-97;8;8;5;0;0;9;3;3;0;1;-99;1;8;1;2;5;6;6,58002E+14;1,24682E+13;9,07686E+14;1;1
2337;1;2;-97;2;1;1;1;1;2;2;1;1;3;1;3;1;2;4;1;4;2;3;0;2;2;1;-97;-97;-97;3;2;1;1;3;1;3;2;4;2;3;4;5;5;5;3;4;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;2;5;2;3;1;2;1;2;1;3;1;-97;3;2;5;1;2;2;2;3;3,57143E+14;0;-97;1;3;3;1;1;3;2;1;4;-97;2;4;3,33333E+14;4;2;1;1;1;1;2;2;3;1;2;3;4;3;3,33333E+14;3;3;0;1981;3;42;4;4;-97;5;7;6;0;0;6;4;1;-97;1;2;1;8;1;2;5;6;5,9629E+14;2,20253E+14;1,45305E+14;0;1
2338;1;1;-97;1;2;1;1;1;1;3;1;3;1;1;2;2;3;5;1;2;5;2;1;-97;-97;-97;1;3;1;-97;3;5;4;4;4;5;5;3;3;2;5;5;5;5;5;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;2;2;2;4;2;3;1;1;2;4;0;1;2;1;4;2;4;3;4;5;2,71429E+14;0;-97;1;3;3;1;1;3;3;1;3;3;4;2;3,33333E+14;7;2;1;1;3;3;2;2;3;1;3;4;3;3;2,66667E+14;3;5;0;1977;3;46;3;4;-97;8;8;1;0;0;10;5;4;2;1;1;3;7;1;1;1;3;4,72622E+14;7,29741E+14;3,8158E+14;1;1
2339;1;1;-97;3;1;1;1;1;2;3;2;2;2;2;2;3;4;3;2;4;3;4;1;-97;-97;-97;2;2;1;-97;1;1;1;1;1;1;1;3;2;2;5;5;5;5;5;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;-98;2;-98;5;2;1;-98;5;3;0;3;3;2;4;3;4;4;3;3;2,71429E+14;0;1;-97;3;3;1;1;3;3;2;3;2;2;2;35;4;1;1;1;1;1;1;1;1;1;1;2;4;3;3,66667E+14;2;4;1;1989;2;34;4;4;-97;8;8;1;0;0;10;5;4;2;12;2;1;10;1;3;5;7;1,1339E+14;9,65553E+14;1,2113E+14;0;1
2340;2;3;-97;4;1;1;1;4;1;3;2;2;2;-98;2;2;2;2;2;3;1;2;0;3;-99;1;-97;-97;-97;-96;2;3;3;2;5;3;5;3;2;3;5;-99;-99;-99;-99;-96;-96;0;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;1;3;2;3;2;4;4;2;2;4;-99;-97;3;1;-99;1;-99;-99;2;-99;-96;-96;-97;1;3;3;1;1;-99;-99;1;-99;-97;1;1;-96;-99;1;2;2;2;2;1;2;3;2;2;4;3;3;2,66667E+14;-99;-99;1;1973;4;50;3;4;-97;-99;7;1;0;0;-99;-96;4;1;3;-99;2;4;1;2;2;3;8,04386E+13;1,24682E+13;1,10962E+14;1;1
2341;1;3;-97;3;2;1;1;3;3;1;1;1;2;4;3;3;5;3;2;2;2;2;0;2;2;1;-97;-97;-97;3;1;1;2;1;1;2;1;2;1;2;5;4;5;5;4;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;2;1;2;2;3;3;1;2;3;4;2;0;3;2;1;4;4;2;5;1;4;3;0;-97;1;3;2;1;1;2;2;1;2;2;2;2;4,16667E+14;3;3;2;1;1;1;2;3;1;1;5;2;2;3;3;2;5;0;1964;4;59;2;4;-97;8;8;3;0;0;8;4;2;0;1;1;1;10;1;3;5;7;3,82384E+14;2,9872E+13;1,26377E+14;1;3
2342;1;1;-97;1;1;1;1;1;1;1;1;1;1;1;1;1;5;4;1;2;5;2;1;-97;-97;-97;1;2;1;-97;1;1;1;1;-98;2;1;4;-98;1;5;5;5;3;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;1;1;5;2;5;2;2;1;2;5;3;1;-97;2;5;5;3;4;4;5;4;1,71429E+14;0;-97;1;3;3;1;3;2;2;1;4;-97;2;2;3,83333E+14;5;1;1;1;1;1;1;1;1;1;1;4;2;5;1,66667E+14;3;5;1;1951;5;72;2;4;-97;8;8;1;0;0;8;4;2;0;10;11;2;7;1;2;3;3;3,63349E+14;9,65553E+14;3,88153E+14;0;1
2343;1;1;-97;1;1;1;1;2;2;1;1;1;1;1;1;3;1;1;1;2;3;2;1;-97;-97;-97;1;2;1;-97;1;1;2;1;1;1;1;2;2;1;5;5;5;5;2;3;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;2;2;2;2;2;2;1;2;2;2;2;0;3;2;1;2;4;4;5;4;4;2,57143E+14;0;-97;1;2;3;3;2;2;3;1;3;2;2;1;4;4;2;1;1;1;1;1;1;2;1;1;2;2;2;3,33333E+14;2;4;0;1949;5;74;1;3;-97;8;8;1;0;0;5;2;2;0;2;1;3;3;1;2;2;3;3,1229E+14;4,10256E+14;1,41748E+14;0;1
2344;2;2;-97;1;1;1;1;1;1;1;1;1;1;1;4;1;4;3;3;1;5;5;0;1;4;1;-97;-97;-97;2;3;1;1;3;2;1;1;3;1;1;3;1;1;4;5;13;3;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;3;1;3;3;1;2;1;4;4;1;-97;1;1;1;1;4;3;-98;3;3,83333E+14;0;-97;-98;-98;3;2;2;4;3;3;4;-97;4;3;25;10;-98;1;1;1;1;1;3;-98;1;1;4;1;4;1,66667E+14;3;1;0;1947;5;76;1;4;-97;8;8;1;0;0;7;3;2;0;10;2;2;3;1;2;5;3;2,4934E+14;5,75841E+13;1,58854E+14;0;1
2345;-98;1;-97;1;2;1;2;3;1;2;2;3;2;2;2;2;4;4;1;2;4;2;1;-97;-97;-97;1;3;3;-97;2;3;2;2;2;2;1;2;3;3;5;5;5;3;1;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;1;1;2;3;3;3;2;1;1;2;2;2;0;1;3;1;3;5;3;5;3;5;2,42857E+14;0;-97;1;3;3;3;1;3;3;1;3;3;3;3;3,33333E+14;7;3;2;2;2;2;2;1;4;1;1;2;4;2;4;3;5;1;1948;5;75;1;3;-97;5;4;1;0;0;3;1;3;0;10;1;-96;-99;1;-96;-96;-99;6,67356E+14;7,87827E+14;5,8169E+14;1;1
2346;2;1;-97;1;2;2;2;2;2;2;1;2;2;2;3;3;4;1;1;1;4;3;0;1;2;2;-97;-97;-97;3;2;4;4;1;3;2;3;2;2;2;5;2;4;2;2;7;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;1;3;3;2;3;2;3;1;2;2;2;1;-97;2;2;2;4;2;4;2;4;3,14286E+14;0;-97;1;1;3;3;1;2;2;2;2;-97;2;2;4;10;2;2;1;2;1;2;2;2;1;1;3;3;3;3;3;4;1;1943;5;80;1;3;-97;5;4;4;0;0;2;2;1;-97;10;2;1;10;1;0;5;7;7,26353E+14;5,75841E+13;4,62758E+14;0;1
2347;2;1;1;-97;2;1;1;2;1;3;2;2;3;2;2;2;4;4;1;1;5;2;1;-97;-97;-97;1;4;1;-97;3;1;5;3;5;4;3;3;2;1;5;5;5;4;4;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;2;1;2;3;2;3;2;1;1;2;2;4;0;24;1;5;2;1;2;4;4;3;3;0;-97;2;1;1;1;1;4;4;1;3;2;3;2;3,16667E+14;4;3;1;1;1;1;1;2;1;1;1;2;4;3;3,66667E+14;2;4;0;1965;4;58;3;4;-97;8;8;1;0;0;9;4;3;1;1;11;1;10;0;3;5;6;2,96319E+14;7,29741E+14;2,39239E+14;0;1
2348;1;2;-97;1;1;1;1;1;1;2;1;1;1;2;2;1;3;5;1;1;4;1;0;3;2;1;-97;-97;-97;-96;3;2;2;2;2;3;2;3;2;1;5;2;2;2;4;9;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;1;2;2;3;2;2;2;1;2;3;0;1;2;2;3;1;4;4;4;4;2,85714E+14;0;-97;2;3;1;1;2;2;2;1;2;2;2;2;4,16667E+14;6;1;2;1;3;1;1;2;2;1;1;3;2;3;2,66667E+14;2;4;0;1971;4;52;3;4;-97;8;8;2;0;0;10;5;3;0;1;11;2;4;1;2;3;4;3,96864E+14;1,24682E+13;5,47458E+14;1;1
2349;2;1;-97;1;1;1;1;3;1;3;1;4;3;3;3;1;4;3;1;1;1;1;1;-97;-97;-97;4;4;1;-97;3;2;1;1;3;1;1;5;3;2;5;3;5;4;3;5;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;3;2;5;1;5;1;2;5;4;0;-99;1;1;1;1;1;3;1;3;4,42857E+14;1;-97;2;1;3;1;1;4;3;3;4;-97;4;5;2,16667E+14;3;2;1;1;1;1;3;1;3;1;1;3;3;4;2,66667E+14;2;3;1;1959;4;64;2;2;-97;5;3;1;0;0;3;2;2;0;10;11;3;5;1;2;1;3;3,0996E+14;1,42653E+14;4,29397E+14;0;2
2350;1;2;-97;3;1;1;1;1;1;2;3;3;3;3;2;1;2;3;1;4;4;3;0;2;2;1;-97;-97;-97;3;2;2;3;2;1;1;2;3;3;2;5;4;5;5;5;4;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;1;3;2;3;2;2;2;2;2;3;1;-97;2;1;3;3;3;3;3;4;3,14286E+14;0;-97;1;3;3;1;1;3;3;2;3;-97;3;2;3,33333E+14;5;2;1;1;1;1;1;4;2;1;3;3;3;3;3;2;4;0;1967;4;56;3;4;-97;9;9;5;0;0;6;3;2;1;1;2;2;9;1;2;3;4;3,82384E+14;1,59334E+14;1,07544E+14;0;1
2351;1;2;-97;1;2;2;2;3;1;3;2;3;3;2;3;3;5;3;1;3;3;1;1;-97;-97;-97;3;3;2;-97;3;2;4;1;2;3;3;3;3;2;5;3;5;4;3;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;2;3;1;3;2;2;2;1;2;3;1;-97;3;1;3;1;2;3;1;3;4;1;-97;1;1;3;1;1;3;3;2;3;-97;3;3;3,16667E+14;4;3;3;1;1;1;2;5;3;2;3;3;2;3;2,66667E+14;3;3;0;1959;4;64;2;3;-97;8;8;1;0;0;8;2;4;0;1;1;2;5;1;2;3;5;7,71549E+14;1,45939E+13;1,24577E+14;0;1
2352;2;1;5;-97;1;1;1;1;1;3;2;1;2;1;1;1;1;5;1;3;3;1;1;-97;-97;-97;2;4;1;-97;1;1;1;1;1;1;1;3;2;1;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;2;1;2;1;2;0;3;1;2;5;2;5;5;4;4;2,14286E+14;0;-97;1;2;2;1;2;2;2;1;2;2;2;2;4,16667E+14;5;4;3;3;4;3;2;1;5;1;2;1;5;4;4;3;5;0;1977;3;46;3;4;-97;8;8;1;0;0;10;5;4;2;1;11;1;10;0;0;5;7;6,3343E+14;2,9872E+13;2,09347E+14;1;3
2353;1;3;2;-97;3;2;1;1;1;1;1;1;4;1;1;1;1;4;5;4;2;4;0;3;3;2;-97;-97;-97;1;3;5;3;2;5;2;1;5;3;2;5;2;5;5;3;6;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;2;2;3;1;2;2;2;3;5;0;4;3;1;4;1;5;4;3;2;3,14286E+14;0;-97;2;3;2;2;2;5;3;4;5;3;3;5;1,83333E+14;5;5;1;1;1;1;2;4;4;1;1;3;3;5;2,33333E+14;4;2;0;1958;4;65;2;2;-97;5;3;1;0;0;-99;-96;2;0;10;2;3;9;0;3;4;2;1,5514E+14;7,29741E+14;1,25255E+14;0;1
2354;2;2;-97;1;1;1;1;1;1;1;3;1;3;1;3;1;3;3;3;1;3;1;0;3;3;1;-97;-97;-97;1;1;2;2;1;-98;1;3;4;3;3;3;1;1;1;5;13;3;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;1;2;2;2;2;2;2;2;2;1;2;2;1;-97;1;3;3;3;5;5;2;3;2,57143E+14;0;-97;1;2;3;1;1;3;3;3;3;-97;3;5;2,66667E+14;6;1;1;1;1;1;1;1;3;1;3;4;4;2;3,33333E+14;4;5;1;1948;5;75;1;4;-97;8;8;1;0;0;-99;-96;2;0;10;11;1;10;1;3;5;7;3,83089E+12;9,65553E+14;4,09242E+14;0;1
2355;2;3;-97;2;1;1;3;1;1;3;3;3;-98;-98;-98;2;3;-98;3;1;4;3;1;-97;-97;-97;3;3;1;-97;1;5;1;1;3;3;1;3;1;1;2;4;5;3;3;7;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2;1;2;3;2;4;5;2;5;5;2;3;1;-97;4;3;3;4;5;3;5;5;2;0;-97;1;3;3;1;3;3;3;3;3;-97;3;3;3;5;3;1;1;1;1;1;3;3;3;3;3;3;3;3;2;5;1;1936;5;87;1;3;-97;5;4;4;0;0;5;3;1;-97;10;2;3;7;1;2;1;1;7,71416E+14;5,75841E+13;4,91467E+14;0;1
2356;1;1;-97;2;1;1;1;1;1;1;1;1;2;2;2;1;4;3;2;3;4;5;0;2;2;1;-97;-97;-97;3;1;1;1;2;2;3;5;3;4;3;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;3;3;1;1;2;2;3;1;-97;1;3;2;3;5;5;3;4;2,42857E+14;0;-97;1;2;3;1;1;2;2;2;3;-97;2;2;3,83333E+14;4;2;1;1;2;1;1;1;1;1;2;2;4;2;4;3;4;1;1959;4;64;2;4;-97;5;7;1;0;0;4;2;2;0;10;2;2;5;1;2;5;5;6,45414E+14;9,65553E+14;6,89475E+14;0;1
2357;1;1;-97;1;2;1;1;1;1;1;4;3;5;4;3;3;4;5;1;3;5;3;0;4;4;1;-97;-97;-97;1;1;1;1;1;5;1;1;5;3;3;5;5;5;5;5;3;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;1;3;1;4;2;1;1;1;1;5;0;4;1;1;1;1;1;2;1;1;4,85714E+14;1;-97;1;3;3;1;2;5;2;1;4;3;5;5;2,33333E+14;7;5;2;1;3;1;4;2;3;1;1;3;2;5;2;4;1;0;1954;5;69;2;4;-97;8;8;1;0;0;7;2;5;1;10;2;2;10;1;2;5;4;2,61715E+14;7,21432E+14;2,08895E+14;1;1
2358;1;1;1;-97;1;1;1;2;1;3;4;1;2;1;3;3;4;3;2;2;1;1;1;-97;-97;-97;2;2;1;-97;1;1;2;2;3;1;1;2;3;2;5;5;5;4;5;3;1;0;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;1;1;5;1;1;1;1;1;1;3;1;-97;2;2;2;3;2;3;4;3;3,28571E+14;0;-97;2;3;3;1;1;2;2;2;2;-97;2;4;3,66667E+14;0;3;2;1;1;1;2;1;1;1;1;2;2;4;2,66667E+14;3;4;1;1979;3;44;3;4;-97;8;8;1;0;0;9;3;3;0;1;2;4;9;0;2;4;3;6,41523E+14;1,24682E+13;8,84955E+14;0;1
2359;1;1;-97;1;1;1;1;1;1;2;2;3;1;2;2;1;2;1;1;1;4;1;0;1;2;1;-97;-97;-97;3;2;1;1;2;1;3;3;3;2;2;5;4;3;5;3;6;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;2;2;2;2;1;1;2;2;3;1;-97;3;2;3;3;3;3;3;3;3,14286E+14;0;-97;1;3;3;1;1;3;1;1;2;-97;3;1;4,16667E+14;5;2;1;1;1;1;2;1;2;1;2;4;3;3;2,66667E+14;3;3;0;1958;4;65;2;3;-97;5;4;1;0;0;-99;-96;2;0;14;1;2;7;1;2;2;5;4,34359E+14;9,65553E+14;4,64011E+14;0;1
2360;1;1;-97;1;1;1;1;1;1;1;1;1;3;1;1;5;3;1;1;1;3;1;1;-97;-97;-97;2;2;1;-97;1;-98;1;1;1;1;1;3;-98;2;2;2;2;-98;2;12;3;0;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;1;1;1;1;1;1;1;1;3;0;2;2;1;3;1;1;3;1;2;4,28571E+14;1;-97;1;2;3;1;1;1;2;1;3;1;3;3;3,83333E+14;5;1;1;1;1;1;2;1;1;1;1;3;4;3;3,33333E+14;3;3;1;1939;5;84;1;5;0;1;-96;4;0;0;4;3;1;-97;6;1;3;4;1;2;3;3;2,81117E+14;7,13265E+14;2,21841E+14;0;2
2361;1;1;1;-97;1;1;1;2;1;2;1;1;1;1;1;1;5;3;1;1;2;1;1;-97;-97;-97;4;3;1;-97;1;5;1;1;1;1;4;3;2;3;5;1;4;4;3;8;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;3;1;1;3;1;4;0;1;1;1;2;1;2;3;2;4;3,85714E+14;0;-97;2;3;3;1;1;3;3;1;3;3;3;2;35;4;1;1;1;1;1;1;1;1;1;1;2;3;3;3,33333E+14;4;1;1;1959;4;64;2;4;-97;7;8;2;0;0;3;2;1;-97;1;2;3;3;0;2;4;3;4,48126E+14;5,75841E+13;2,855E+14;0;1
2362;1;2;-97;2;1;1;1;2;1;1;1;3;1;1;4;1;5;5;1;1;3;2;0;2;2;1;-97;-97;-97;3;3;4;3;2;4;5;4;3;3;3;4;3;4;3;4;7;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;2;3;3;5;5;5;1;2;2;3;1;-97;4;1;4;3;4;3;4;3;2,85714E+14;0;-97;2;3;2;1;2;3;3;1;3;-97;3;3;3,33333E+14;7;3;1;1;2;1;3;1;3;1;2;2;3;3;3,33333E+14;3;4;0;1980;3;43;4;3;-97;5;4;1;0;0;9;3;4;2;1;11;2;7;1;2;1;1;8,47344E+14;4,10256E+14;3,84608E+14;0;1
