id;acc01;aff01;aff02;aff03;co01;co02;co03;co04;co05;co06;eva01;eva02;eva03;eva04;eva05;eva06;lim01;lim02;lim03;lim04;lim05;lim06;dem_split;dem_const;dem_func;dem_id;dem_const_a;dem_func_a;dem_id_a;dem_cat;dis01;dis02;dis03;dis04;dis05;dis06;dis07;ep01;ep05;ep06;ext04_a;ext05;ext06;ext07;ext08;ext_index_a;ext_cat;fair_split;fair01;fair02;fair03;fair04;fair05;fair06;fair07;fair08;fair09;fair10;fair11;fair12;fair13;fair14;fair15;unfair01;unfair02;unfair03;unfair04;unfair05;unfair06;unfair07;unfair08;unfair09;unfair10;unfair11;unfair12;unfair13;unfair14;unfair15;clec;freq;frse;gov01;gov02;gov03;gov04;gov05;gov06;gov07;gov08;pe01;pi01;pi02;pint;pop01;pop03;pop05;pop06;pop07;pop08;pop09;pop_index_a;pop_dum;post_reu_soc;pre_reu_soc;pp01_a;pp05_a;pp06;pp07;pt01;pt02;pt04;pt05;pt06;pt07;pt08;pt_index_a;rile;soc01;soc02;soc03;soc04;soc05;soc06;soc07;soc08;soc09;soc10;soctr01;soctr02;soctr03;soctr_index;stat01;stat02;sex;year_birth;age;age_num;age_gen;educ01;educ02;educ03;casmin;famstat;g_born;g_cit;hh_inc;hh_inc_equ;hh_size;hh_kids;prof;religion;bbsr;bik;eastwest;iltis;t_typ;townsize;a_weight;d_weight;weight_trunc;frame;tel_con
561;1;3;-97;3;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;5;5;1;-97;-97;-97;1;2;2;-97;1;3;1;1;1;6;1;3;2;2;5;1;5;5;3;7;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;3;3;4;2;1;1;1;1;1;3;4;1;-97;1;1;3;5;5;5;5;2;2,28571E+14;0;-97;1;3;3;1;1;5;5;3;4;-97;3;5;1,83333E+14;7;1;1;1;1;1;1;1;1;1;1;2;2;5;2,33333E+14;2;5;0;1966;4;57;3;4;-97;5;7;1;0;0;9;4;3;1;1;11;2;4;1;2;5;4;4,42901E+12;9,65553E+14;4,73136E+14;0;1
562;1;1;-97;1;1;1;1;1;1;1;2;3;2;1;3;1;3;1;1;5;5;5;0;2;2;1;-97;-97;-97;3;1;1;1;1;1;1;1;4;3;3;5;5;5;3;3;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;2;2;3;2;3;1;2;2;5;1;-97;1;2;5;1;5;3;5;3;2,57143E+14;0;-97;1;3;1;1;1;5;5;1;3;-97;3;5;2,33333E+14;5;3;1;1;1;1;1;1;1;1;1;4;2;4;2;4;3;1;1967;4;56;3;3;-97;5;4;1;0;0;8;2;4;0;1;1;3;3;1;1;1;3;1,01889E+14;1,45939E+13;1,64513E+13;0;1
563;1;1;-97;1;1;1;1;1;1;1;3;3;3;2;2;2;5;2;1;5;5;3;1;-97;-97;-97;1;1;2;-97;1;1;2;2;2;1;2;2;2;1;5;4;5;5;5;4;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;1;2;3;3;2;2;2;3;3;2;0;3;1;3;5;5;4;5;5;5;1,42857E+14;0;-97;1;2;1;1;1;2;2;1;3;1;2;3;3,83333E+14;2;1;1;1;1;1;1;1;1;1;1;1;4;3;4;1;5;1;1967;4;56;3;3;-97;8;8;1;0;0;10;6;2;0;2;11;4;4;1;1;1;3;1,01889E+14;9,65553E+14;1,08844E+14;0;1
564;2;1;2;-97;1;1;1;1;1;1;1;2;1;1;2;1;4;5;1;3;5;3;0;1;1;1;-97;-97;-97;3;2;2;1;1;3;2;1;3;3;2;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2;2;3;2;2;2;2;1;0;2;1;1;4;5;5;5;4;3;2,14286E+14;0;-97;1;2;1;1;1;1;1;1;1;1;1;1;5;4;4;1;1;1;1;1;1;1;1;2;2;3;3;3,33333E+14;2;5;0;1969;4;54;3;4;-97;8;8;1;0;0;10;5;3;0;1;1;1;10;0;0;5;7;6,3343E+14;2,9872E+13;2,09347E+14;1;3
565;2;1;-97;1;1;1;1;2;1;3;1;1;1;1;2;2;3;4;1;1;3;1;1;-97;-97;-97;1;1;1;-97;2;1;1;1;1;2;1;3;2;1;4;2;4;5;3;8;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;2;2;1;2;2;1;1;2;1;3;0;1;1;1;3;1;4;4;2;3;3,42857E+14;0;-97;1;1;3;1;1;4;2;1;3;2;2;3;35;6;2;1;1;1;1;1;1;2;1;1;3;3;3;3;2;5;0;1962;4;61;2;3;-97;7;8;1;0;0;10;6;2;0;1;1;3;5;1;2;2;3;6,99188E+14;9,65553E+14;7,46919E+14;1;1
566;1;2;-97;1;2;2;1;2;1;2;2;2;3;2;2;2;5;4;1;3;5;3;0;2;2;1;-97;-97;-97;3;1;1;1;1;1;2;1;3;2;2;5;5;5;4;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;1;2;1;1;1;1;1;1;1;1;3;0;2;4;1;2;3;2;-98;5;3;3,33333E+14;0;-97;1;3;3;1;1;2;2;1;2;2;2;2;4,16667E+14;4;1;1;1;1;1;1;1;2;1;1;1;5;1;5;3;5;1;1972;4;51;3;4;-97;7;8;6;0;0;10;6;1;-97;1;2;1;10;1;0;5;7;1,38563E+14;5,75841E+13;8,8278E+14;0;1
567;1;2;-97;1;1;1;1;1;1;1;3;1;1;1;1;1;5;5;3;2;4;5;1;-97;-97;-97;2;2;1;-97;4;5;4;3;4;4;4;2;3;2;5;3;5;5;3;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;2;1;2;4;3;3;2;3;1;2;2;2;0;1;3;3;5;3;4;4;4;4;2,14286E+14;0;-97;1;3;2;1;2;3;2;1;3;2;2;2;3,83333E+14;5;3;3;3;1;3;4;5;3;3;4;3;3;4;2,66667E+14;2;4;1;1984;2;39;4;3;-97;5;4;1;0;0;8;3;4;2;12;2;4;8;1;2;2;5;1,03686E+14;3,18632E+14;3,65521E+14;1;1
568;1;2;-97;2;1;1;1;1;2;1;1;1;1;1;2;3;4;3;2;5;5;4;0;2;2;1;-97;-97;-97;3;1;1;3;1;1;3;1;3;2;1;5;5;5;5;5;3;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;5;3;3;5;1;1;5;1;2;0;3;2;1;5;4;4;5;5;5;1,85714E+14;0;-97;1;2;3;1;1;2;2;1;3;2;2;2;4;4;2;1;1;2;1;1;2;1;1;2;1;4;2;4,33333E+14;2;5;1;1976;3;47;3;4;-97;8;8;1;0;0;10;4;5;2;1;1;2;10;1;2;5;4;9,31689E+14;8,79708E+14;9,06803E+13;1;1
569;1;3;-97;3;1;1;1;1;3;2;2;1;2;1;-98;4;3;4;2;5;3;2;1;-97;-97;-97;2;1;1;-97;1;1;1;1;1;1;1;3;2;2;5;4;5;5;5;4;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;3;1;1;3;2;3;1;-97;2;2;3;3;4;5;4;4;2,42857E+14;0;-97;1;2;3;2;2;2;4;2;3;-97;2;1;3,66667E+14;5;2;1;1;1;1;2;3;1;1;2;3;4;3;3,33333E+14;3;4;1;1980;3;43;4;4;-97;9;9;1;0;0;8;3;3;1;1;11;1;10;1;3;5;7;5,952E+14;7,29741E+14;4,80546E+14;1;1
570;1;2;-97;3;1;1;1;1;1;2;1;1;1;1;2;2;5;3;2;3;3;1;0;2;3;2;-97;-97;-97;2;1;2;1;1;1;1;-99;1;3;3;3;4;3;2;2;8;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;2;3;3;3;1;1;2;2;4;0;3;3;2;3;1;4;-99;1;1;4;1;3;-97;3;3;2;3;2;1;2;3;2;3;5;3,33333E+14;3;3;2;1;2;1;1;2;3;1;2;3;4;2;3,66667E+14;2;3;0;2006;1;17;5;3;-97;3;5;6;1;1;8;2;4;0;14;5;1;10;1;2;5;6;1,23892E+14;5,91936E+14;8,11376E+14;1;1
571;1;1;-97;1;1;2;1;1;1;2;1;2;3;2;2;3;5;2;1;4;1;3;1;-97;-97;-97;2;4;1;-97;2;2;4;3;2;6;1;5;2;2;5;5;5;5;5;3;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;1;3;2;2;2;2;1;1;3;3;0;4;1;1;2;1;2;3;1;2;4,28571E+14;1;-97;1;3;1;1;1;5;2;2;4;2;3;4;2,66667E+14;8;2;1;1;3;1;3;5;2;1;1;2;4;3;3,66667E+14;3;2;0;1965;4;58;3;4;-97;6;7;1;0;0;9;4;2;0;1;2;2;10;1;3;5;4;4,03159E+14;9,65553E+14;4,30681E+14;1;1
572;2;1;-97;1;1;1;1;1;1;1;1;2;1;1;1;1;3;3;2;5;5;3;0;1;2;1;-97;-97;-97;3;1;3;3;3;2;2;3;3;1;1;5;5;5;5;4;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;2;1;1;1;2;3;2;1;1;2;1;3;1;-97;1;2;3;5;3;5;4;5;2,14286E+14;0;-97;1;3;2;2;2;2;2;1;2;-97;3;4;3,66667E+14;7;4;2;1;2;3;1;2;1;2;1;1;5;2;4,66667E+14;3;5;0;1969;4;54;3;4;-97;7;8;1;0;0;10;4;5;3;1;11;1;10;1;0;5;7;9,50854E+14;7,29741E+14;7,6769E+14;1;1
573;1;2;-97;1;1;1;1;1;1;3;2;3;3;2;3;1;4;2;2;3;4;4;1;-97;-97;-97;3;3;2;-97;1;1;3;1;1;2;1;4;4;4;5;4;5;3;5;4;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;2;2;1;1;2;1;1;1;3;3;0;1;2;2;4;3;2;3;2;3;3,28571E+14;0;1;-97;2;3;2;2;3;3;2;3;2;3;4;3;6;1;1;1;1;1;1;1;3;1;1;3;2;4;2,33333E+14;2;4;0;1995;1;28;4;4;-97;8;8;6;0;0;9;5;1;-97;1;2;1;10;1;1;5;7;8,54813E+14;2,9872E+13;2,82513E+14;1;3
574;1;1;-97;1;1;1;1;1;1;2;3;3;3;3;1;3;5;1;1;5;5;1;0;3;3;1;-97;-97;-97;1;2;1;1;1;1;1;2;3;3;5;5;5;5;5;5;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;4;1;3;1;1;1;1;2;4;0;2;1;1;3;1;3;1;3;2;4;1;-97;1;2;3;1;1;3;3;2;3;3;3;1;35;2;3;1;1;1;1;2;3;3;1;1;4;3;3;2,66667E+14;4;3;0;1957;5;66;2;3;-97;3;5;6;0;0;2;2;1;-97;9;1;1;10;1;2;5;7;5,03101E+14;5,75841E+13;3,20525E+14;1;1
575;1;1;-97;2;1;2;1;3;1;3;3;1;2;4;2;3;4;5;1;1;4;1;1;-97;-97;-97;3;4;2;-97;2;3;3;1;4;1;4;3;3;1;4;3;4;4;1;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;3;2;2;2;2;2;2;2;4;1;-97;2;2;4;1;5;3;4;3;2,85714E+14;0;-97;1;3;3;3;3;1;1;2;3;-97;3;3;3,83333E+14;6;3;1;1;1;1;1;1;3;1;2;3;3;3;3;3;4;1;1947;5;76;1;2;-97;5;3;1;0;0;3;2;2;0;10;1;2;10;1;3;5;4;2,02115E+14;7,29741E+14;1,63181E+14;0;1
576;1;3;-97;3;1;1;1;2;1;3;1;1;3;1;3;3;2;2;2;3;3;2;0;3;3;2;-97;-97;-97;1;1;1;1;1;1;1;1;3;2;3;5;3;4;4;3;6;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;3;2;3;2;2;2;1;2;3;1;-97;2;2;3;1;3;4;2;2;3,57143E+14;0;-97;1;2;3;1;2;4;3;2;4;-97;4;3;2,66667E+14;4;3;1;1;3;1;1;1;3;1;1;3;2;4;2,33333E+14;4;3;1;1955;5;68;2;4;-97;8;8;1;0;0;5;2;3;0;10;11;2;9;1;3;5;3;3,63349E+14;7,87827E+14;3,16707E+14;0;1
577;1;2;-97;2;1;1;1;1;1;2;2;2;2;2;2;2;3;2;2;3;5;1;0;1;1;1;-97;-97;-97;3;2;4;4;4;2;3;3;2;2;2;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;3;1;1;1;1;1;3;4;0;2;2;3;3;3;5;4;4;4;2,28571E+14;0;-97;1;3;3;2;1;3;3;1;1;1;3;1;4;4;2;3;1;1;1;1;4;2;1;3;2;3;3;3,33333E+14;3;4;0;1962;4;61;2;4;-97;6;7;1;0;0;9;4;2;0;10;1;2;7;1;2;1;3;4,03159E+14;9,65553E+14;4,30681E+14;0;1
578;-98;2;-97;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;4;3;1;1;-97;-97;-97;1;2;1;-97;1;1;1;1;1;1;1;4;2;1;5;5;5;3;4;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;2;2;2;3;1;2;5;1;3;0;2;2;1;3;5;3;5;5;5;2,14286E+14;0;-97;1;3;1;1;1;2;2;1;2;2;2;2;4,16667E+14;3;1;1;1;1;1;1;4;1;1;1;2;4;3;3,66667E+14;2;5;0;1947;5;76;1;4;-97;8;8;4;0;0;9;5;1;-97;10;11;2;6;1;2;3;5;2,4934E+14;5,75841E+13;1,58854E+14;0;1
579;1;2;-97;2;1;1;1;1;1;1;1;1;2;1;1;2;4;4;1;5;4;5;0;2;2;1;-97;-97;-97;3;3;2;3;3;3;3;3;3;2;1;5;5;5;5;5;3;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;2;1;2;5;1;1;5;2;2;1;-97;2;4;2;4;4;4;4;3;2,42857E+14;0;1;-97;2;3;1;1;1;1;1;1;-97;1;1;5;4;1;1;1;1;1;1;1;2;1;1;2;3;3;3,33333E+14;2;5;0;1994;1;29;4;4;-97;8;8;6;0;0;6;4;1;-97;1;11;2;9;1;2;5;4;7,7811E+13;4,82818E+14;4,15649E+14;1;1
580;1;1;1;-97;2;1;1;1;1;4;2;1;2;1;2;1;4;4;1;4;2;5;1;-97;-97;-97;3;3;1;-97;2;2;4;2;5;4;2;3;2;2;5;4;5;2;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;3;2;2;4;2;3;1;2;1;5;1;-97;3;1;5;3;4;4;3;3;2,71429E+14;0;-97;2;3;3;1;1;3;3;1;4;-97;2;2;35;5;1;2;1;3;1;1;1;1;1;1;3;2;3;2,66667E+14;4;4;0;1977;3;46;3;4;-97;3;6;1;0;0;9;4;3;1;1;11;4;3;0;2;1;3;4,52035E+14;9,65553E+14;4,82894E+14;0;1
581;1;2;-97;2;1;2;1;2;2;3;1;2;2;1;3;1;5;2;1;2;2;1;0;2;1;2;-97;-97;-97;3;3;2;2;3;2;2;3;4;3;2;5;3;5;5;3;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;1;2;2;1;1;3;2;1;2;2;1;3;1;-97;3;2;2;3;3;5;3;4;2,85714E+14;0;1;-97;3;3;2;2;2;2;2;2;-97;2;1;4,16667E+14;4;2;2;2;1;1;1;1;2;1;2;2;3;3;3,33333E+14;2;4;0;1995;1;28;4;4;-97;2;6;6;0;0;9;3;3;0;8;1;4;5;1;3;2;3;5,30609E+14;1,24682E+13;7,31952E+14;0;1
582;1;1;-97;-99;1;1;1;2;1;2;2;1;2;2;3;2;5;5;1;1;4;1;0;1;2;1;-97;-97;-97;3;1;1;1;1;1;1;6;3;2;2;5;5;5;5;5;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;1;1;2;1;1;1;1;1;3;0;3;1;1;3;1;4;3;3;3;3,42857E+14;0;-97;1;3;3;1;1;3;2;1;2;1;2;3;3,83333E+14;5;1;1;1;1;1;1;3;1;1;2;2;3;2;3,66667E+14;2;4;1;1949;5;74;1;4;-97;8;8;1;0;0;8;4;2;0;10;1;2;4;1;2;4;4;4,20853E+14;5,75841E+13;2,68125E+14;1;1
583;1;2;1;-97;1;1;1;2;3;3;4;2;3;3;4;3;1;4;1;2;1;1;1;-97;-97;-97;2;4;1;-97;3;1;2;1;5;1;1;5;5;5;5;5;5;4;1;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;2;3;4;2;4;1;2;1;5;1;-97;3;1;5;3;1;4;4;3;3;0;-97;1;2;3;1;2;4;4;2;4;-97;4;4;2,33333E+14;4;4;1;1;1;1;3;1;4;1;3;4;3;5;2;4;2;1;1962;4;61;2;4;-97;8;8;5;0;0;1;1;1;-97;1;11;1;10;0;3;5;7;4,48126E+14;2,9872E+13;1,48104E+14;1;3
584;2;3;-97;3;1;1;3;2;1;2;1;3;2;-98;2;3;5;3;2;1;4;3;1;-97;-97;-97;2;2;2;-97;2;2;1;2;4;2;1;4;3;3;3;2;4;3;3;9;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;3;1;2;2;3;3;3;1;-97;3;3;3;3;1;-98;3;3;3,33333E+14;0;-97;1;3;3;3;2;2;3;-98;4;-97;4;3;28;5;1;1;1;3;1;1;1;3;1;4;3;3;3;3;4;3;1;1935;5;88;1;2;-97;5;3;4;0;0;2;2;1;-97;10;1;1;10;1;0;5;7;4,8425E+14;7,13265E+14;3,82141E+14;0;2
585;1;5;1;-97;1;1;1;1;1;1;1;3;5;3;1;3;1;1;1;1;1;1;0;4;4;2;-97;-97;-97;1;1;1;1;1;1;1;1;5;5;5;1;1;1;5;1;15;3;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;1;2;2;1;3;1;1;1;1;2;5;1;-97;1;1;1;1;1;1;1;1;5;1;-97;2;2;2;1;1;5;5;5;5;-97;5;5;1;5;1;1;1;1;1;3;1;1;1;1;5;1;5;1;5;1;0;1959;4;64;2;3;-97;5;4;5;0;0;5;3;1;-97;1;11;3;7;0;2;4;5;5,16198E+14;2,0515E+14;1,07544E+14;0;1
586;1;1;-97;1;2;1;1;1;1;2;1;2;2;2;2;1;5;-98;2;3;4;4;1;-97;-97;-97;1;1;1;-97;1;1;2;1;1;4;3;4;4;2;5;3;5;5;5;5;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;2;2;5;2;3;1;3;1;2;2;1;0;2;1;1;4;4;4;5;1;4;2,71429E+14;0;-97;1;2;2;-98;2;2;2;1;2;2;2;2;4,16667E+14;3;1;1;1;1;1;1;1;3;1;1;2;2;4;2,66667E+14;3;4;0;1965;4;58;3;4;-97;6;7;6;0;0;8;3;3;0;1;2;2;7;1;2;4;4;4,42901E+12;1,24682E+13;6,10963E+14;1;1
587;1;1;-97;1;1;1;1;1;1;1;1;2;3;2;3;1;3;2;2;3;4;3;0;3;3;1;-97;-97;-97;1;3;2;2;2;2;1;3;2;3;2;4;4;5;4;2;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;3;2;2;2;3;1;2;2;4;0;4;2;1;3;2;3;4;2;4;3,28571E+14;0;-97;1;2;3;1;1;4;2;1;2;2;4;4;3,16667E+14;7;3;1;1;2;1;1;3;4;3;1;2;2;3;3;2;2;0;1986;2;37;4;3;-97;6;4;1;0;0;8;2;5;3;1;2;2;9;1;3;5;3;9,89641E+14;9,65553E+14;1,0572E+14;1;1
588;2;1;-97;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2;5;2;1;-97;-97;-97;2;2;1;-97;3;2;4;3;3;3;4;4;3;3;5;5;5;5;5;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;1;2;2;3;2;3;2;1;1;4;0;1;1;4;5;4;5;5;4;4;1,57143E+14;0;-97;1;1;3;1;1;2;2;1;2;2;2;2;4,16667E+14;7;2;2;1;1;1;1;1;2;1;1;3;4;2;3,66667E+14;3;4;0;1942;5;81;1;3;-97;6;4;1;0;0;10;6;2;0;10;1;2;9;1;2;5;5;5,03101E+14;4,10256E+14;2,28357E+14;1;1
589;1;4;-97;5;1;1;1;1;2;1;1;1;1;2;2;2;2;4;2;5;2;5;0;2;2;1;-97;-97;-97;3;1;1;1;1;1;1;1;2;2;1;5;5;5;5;5;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;2;2;3;1;1;1;3;3;3;0;3;1;5;5;2;3;4;4;4;2,14286E+14;0;-97;1;1;2;1;1;2;3;1;3;2;2;1;4;2;1;1;1;1;1;1;2;1;1;2;1;4;2;4,33333E+14;2;5;0;1988;2;35;4;4;-97;8;8;6;0;0;9;4;2;0;1;11;1;10;1;2;5;7;6,58002E+14;9,65553E+14;7,02921E+12;0;1
590;1;3;-97;3;1;1;1;3;2;4;2;1;1;1;1;1;2;4;1;2;4;1;1;-97;-97;-97;2;2;1;-97;2;3;3;2;3;3;2;3;2;-99;5;5;5;5;5;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;2;2;3;2;2;2;3;3;3;0;3;2;4;5;3;5;5;4;5;1,57143E+14;0;-97;-97;3;1;1;2;2;2;1;2;2;2;2;4,16667E+14;3;2;1;1;3;2;1;1;2;2;2;2;4;3;3,66667E+14;-99;4;0;-99;-96;-96;-96;-96;-97;9;9;1;0;0;-99;-96;3;1;1;2;1;8;1;1;5;6;6,72728E+14;7,29741E+14;5,43139E+13;1;1
591;1;2;-97;2;2;1;1;2;1;3;1;2;1;2;1;1;4;3;1;1;4;4;0;2;2;1;-97;-97;-97;3;3;1;2;2;4;1;1;3;2;4;5;5;5;4;5;3;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;3;2;3;2;2;2;3;3;4;1;-97;3;2;4;5;4;5;4;5;1,85714E+14;0;-97;3;3;3;3;3;3;3;2;4;-97;2;3;3,16667E+14;5;2;3;1;1;1;1;1;2;1;2;3;2;2;3;2;4;0;1935;5;88;1;4;-97;8;8;4;0;0;-99;-96;1;-97;10;1;1;10;1;3;5;7;1,79267E+13;7,13265E+14;1,41467E+14;0;2
592;1;1;-97;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;2;2;2;3;0;2;2;1;-97;-97;-97;3;2;1;2;1;1;2;1;3;2;1;5;4;5;5;5;4;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;2;2;2;2;2;2;2;1;2;2;4;0;2;1;2;4;3;4;3;3;4;2,71429E+14;0;-97;1;1;3;1;1;2;2;2;2;2;2;2;4;3;2;1;1;1;2;1;1;2;1;2;2;2;4;2,66667E+14;2;3;0;1983;3;40;4;3;-97;6;4;1;0;0;8;3;4;2;1;2;4;7;1;2;1;1;7,11521E+12;2,9872E+13;2,35155E+14;1;3
593;1;2;1;-97;1;2;2;3;2;3;3;3;3;2;4;4;4;2;2;2;3;2;1;-97;-97;-97;2;3;1;-97;2;1;2;2;2;2;1;3;3;2;4;4;5;4;3;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;3;2;3;2;2;2;2;-98;2;1;-97;4;4;3;3;3;3;2;3;3;0;-97;2;3;3;1;2;3;3;3;3;-97;3;5;2,66667E+14;5;2;1;1;2;2;2;2;2;1;2;3;3;3;3;3;4;1;1985;2;38;4;4;-97;8;8;6;0;0;5;3;1;-97;1;11;1;8;0;3;5;6;6,77943E+14;2,9872E+13;2,24058E+14;1;3
594;1;2;-97;2;1;1;1;2;2;1;2;4;2;2;2;3;3;5;1;2;1;5;0;3;3;1;-97;-97;-97;1;1;2;5;1;1;2;4;3;2;3;5;5;5;5;5;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;1;2;5;4;1;1;5;3;5;0;6;1;2;5;2;4;5;4;1;2,71429E+14;0;1;-97;3;3;1;2;3;3;2;4;4;2;2;3,33333E+14;1;2;2;2;1;1;1;4;3;1;3;3;3;4;2,66667E+14;3;2;0;1996;1;27;5;4;-97;2;6;6;0;0;8;3;3;0;8;11;2;10;1;2;5;6;8,54813E+14;2,9872E+13;2,82513E+14;1;-96
